2010-11-28 19:43:22 Notice: Notice (1024): Please change the value of 'Security.salt' in app/config/core.php to a salt value specific to your application in [/Users/theduke/Documents/Coding/eclipse/workspace/spector/webapp/cake/libs/debugger.php, line 684]
2010-11-28 19:43:22 Notice: Notice (1024): Please change the value of 'Security.cipherSeed' in app/config/core.php to a numeric (digits only) seed value specific to your application in [/Users/theduke/Documents/Coding/eclipse/workspace/spector/webapp/cake/libs/debugger.php, line 688]
2010-11-28 19:45:16 Notice: Notice (1024): Please change the value of 'Security.salt' in app/config/core.php to a salt value specific to your application in [/Users/theduke/Documents/Coding/eclipse/workspace/spector/webapp/cake/libs/debugger.php, line 684]
2010-11-28 19:45:16 Notice: Notice (1024): Please change the value of 'Security.cipherSeed' in app/config/core.php to a numeric (digits only) seed value specific to your application in [/Users/theduke/Documents/Coding/eclipse/workspace/spector/webapp/cake/libs/debugger.php, line 688]
2010-11-28 19:57:31 Notice: Notice (1024): Please change the value of 'Security.salt' in app/config/core.php to a salt value specific to your application in [/Users/theduke/Documents/Coding/eclipse/workspace/spector/webapp/cake/libs/debugger.php, line 684]
2010-11-28 19:57:31 Notice: Notice (1024): Please change the value of 'Security.cipherSeed' in app/config/core.php to a numeric (digits only) seed value specific to your application in [/Users/theduke/Documents/Coding/eclipse/workspace/spector/webapp/cake/libs/debugger.php, line 688]
2010-11-28 20:00:34 Notice: Notice (1024): Please change the value of 'Security.salt' in app/config/core.php to a salt value specific to your application in [/Users/theduke/Documents/Coding/eclipse/workspace/spector/webapp/cake/libs/debugger.php, line 684]
2010-11-28 20:00:34 Notice: Notice (1024): Please change the value of 'Security.cipherSeed' in app/config/core.php to a numeric (digits only) seed value specific to your application in [/Users/theduke/Documents/Coding/eclipse/workspace/spector/webapp/cake/libs/debugger.php, line 688]
2010-11-28 20:00:41 Notice: Notice (1024): Please change the value of 'Security.salt' in app/config/core.php to a salt value specific to your application in [/Users/theduke/Documents/Coding/eclipse/workspace/spector/webapp/cake/libs/debugger.php, line 684]
2010-11-28 20:00:41 Notice: Notice (1024): Please change the value of 'Security.cipherSeed' in app/config/core.php to a numeric (digits only) seed value specific to your application in [/Users/theduke/Documents/Coding/eclipse/workspace/spector/webapp/cake/libs/debugger.php, line 688]
2010-11-28 20:04:06 Notice: Notice (1024): Please change the value of 'Security.salt' in app/config/core.php to a salt value specific to your application in [/Users/theduke/Documents/Coding/eclipse/workspace/spector/webapp/cake/libs/debugger.php, line 684]
2010-11-28 20:04:06 Notice: Notice (1024): Please change the value of 'Security.cipherSeed' in app/config/core.php to a numeric (digits only) seed value specific to your application in [/Users/theduke/Documents/Coding/eclipse/workspace/spector/webapp/cake/libs/debugger.php, line 688]
2010-11-28 20:19:54 Notice: Notice (1024): Please change the value of 'Security.salt' in app/config/core.php to a salt value specific to your application in [/Users/theduke/Documents/Coding/eclipse/workspace/spector/webapp/cake/libs/debugger.php, line 684]
2010-11-28 20:19:54 Notice: Notice (1024): Please change the value of 'Security.cipherSeed' in app/config/core.php to a numeric (digits only) seed value specific to your application in [/Users/theduke/Documents/Coding/eclipse/workspace/spector/webapp/cake/libs/debugger.php, line 688]
2010-11-28 20:20:03 Notice: Notice (8): Undefined property: LogsController::$LogEntry in [/Users/theduke/Documents/Coding/eclipse/workspace/spector/webapp/app/controllers/logs_controller.php, line 9]
2010-11-28 21:39:40 Notice: Notice (8): Undefined index: title in [/Users/theduke/Documents/Coding/eclipse/workspace/spector/webapp/app/views/logs/index.ctp, line 29]
2010-11-28 21:40:08 Notice: Notice (8): Undefined index: title in [/Users/theduke/Documents/Coding/eclipse/workspace/spector/webapp/app/views/logs/index.ctp, line 29]
2010-11-28 22:39:46 Notice: Notice (8): Undefined variable: params in [/Users/theduke/Documents/Coding/eclipse/workspace/spector/webapp/app/views/logs/index.ctp, line 3]
2010-11-28 22:40:08 Notice: Notice (8): Undefined variable: params in [/Users/theduke/Documents/Coding/eclipse/workspace/spector/webapp/app/views/logs/index.ctp, line 3]
2010-11-28 22:51:57 Notice: Notice (8): Array to string conversion in [/Users/theduke/Documents/Coding/eclipse/workspace/spector/webapp/app/controllers/logs_controller.php, line 57]
2010-11-28 22:51:57 Notice: Notice (8): Array to string conversion in [/Users/theduke/Documents/Coding/eclipse/workspace/spector/webapp/app/controllers/logs_controller.php, line 58]
2010-11-28 22:51:57 Notice: Notice (8): Array to string conversion in [/Users/theduke/Documents/Coding/eclipse/workspace/spector/webapp/app/controllers/logs_controller.php, line 59]
2010-11-28 22:51:57 Notice: Notice (8): Array to string conversion in [/Users/theduke/Documents/Coding/eclipse/workspace/spector/webapp/app/controllers/logs_controller.php, line 60]
2010-11-28 22:52:43 Notice: Notice (8): Array to string conversion in [/Users/theduke/Documents/Coding/eclipse/workspace/spector/webapp/app/controllers/logs_controller.php, line 57]
2010-11-28 22:52:43 Notice: Notice (8): Array to string conversion in [/Users/theduke/Documents/Coding/eclipse/workspace/spector/webapp/app/controllers/logs_controller.php, line 58]
2010-11-28 22:52:43 Notice: Notice (8): Array to string conversion in [/Users/theduke/Documents/Coding/eclipse/workspace/spector/webapp/app/controllers/logs_controller.php, line 59]
2010-11-28 22:52:43 Notice: Notice (8): Array to string conversion in [/Users/theduke/Documents/Coding/eclipse/workspace/spector/webapp/app/controllers/logs_controller.php, line 60]
2010-11-28 22:53:33 Notice: Notice (8): Array to string conversion in [/Users/theduke/Documents/Coding/eclipse/workspace/spector/webapp/app/controllers/logs_controller.php, line 58]
